"","User ID","Age","Gender","Income","Region","Persona","Product","Awareness","BP_For_Me_0_10","BP_Fits_Budget_0_10","BP_Tastes_Great_0_10","BP_Good_To_Share_0_10","BP_Like_Logo_0_10","BP_Special_Occasions_0_10","BP_Everyday_Snack_0_10","BP_Healthy_0_10","BP_Delicious_0_10","BP_Right_Amount_0_10","BP_Relaxing_0_10","Consideration","Consumption","Satisfaction","Advocacy"
"3293","id_293",47,"Female",150000,"West","Easygoing Edith","Brownie_Pops",1,4,5,2,2,6,2,1,3,5,3,2,1,0,NA,NA
"3294","id_294",85,"Female",93000,"West","Millenial Muncher","Brownie_Pops",1,6,0,5,1,0,0,1,3,2,0,7,0,NA,NA,NA
"3295","id_295",63,"Male",146000,"Midwest","Easygoing Edith","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3296","id_296",41,"Male",134000,"South","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3297","id_297",57,"Female",84000,"South","Old School Oliver","Brownie_Pops",1,3,0,3,1,3,3,3,5,5,2,3,0,NA,NA,NA
"3298","id_298",64,"Male",66000,"Midwest","Savvy Samantha","Brownie_Pops",1,7,3,3,5,2,4,2,4,4,3,3,0,NA,NA,NA
"3299","id_299",64,"Male",27000,"West","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3300","id_300",45,"Female",40000,"West","Millenial Muncher","Brownie_Pops",1,4,1,0,1,2,0,0,5,4,5,3,1,0,NA,NA
"3301","id_301",38,"Male",85000,"Midwest","Mainstream Maynard","Brownie_Pops",1,4,0,0,0,0,5,2,4,2,1,6,0,NA,NA,NA
"3302","id_302",57,"Male",30000,"West","Millenial Muncher","Brownie_Pops",1,0,2,0,1,0,0,1,2,3,2,2,0,NA,NA,NA
"3303","id_303",66,"Female",68000,"West","Mainstream Maynard","Brownie_Pops",1,8,3,0,5,0,3,2,3,3,3,2,0,NA,NA,NA
"3304","id_304",32,"Female",27000,"South","Savvy Samantha","Brownie_Pops",1,4,3,0,6,2,1,1,4,3,4,6,0,NA,NA,NA
"3305","id_305",18,"Male",74000,"West","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3306","id_306",68,"Female",17000,"Northeast","Millenial Muncher","Brownie_Pops",1,4,3,0,3,0,2,2,3,4,4,3,0,NA,NA,NA
"3307","id_307",87,"Female",102000,"West","Millenial Muncher","Brownie_Pops",1,3,0,0,0,1,2,1,6,4,2,3,1,1,4.52011995261188,0
"3308","id_308",83,"Male",40000,"West","Mainstream Maynard","Brownie_Pops",1,5,3,0,6,2,0,5,7,1,0,2,0,NA,NA,NA
"3309","id_309",71,"Male",70000,"West","Millenial Muncher","Brownie_Pops",1,3,1,3,1,2,3,3,4,3,5,2,1,0,NA,NA
"3310","id_310",53,"Female",145000,"Northeast","Mainstream Maynard","Brownie_Pops",1,4,1,2,3,3,7,0,8,5,5,1,0,NA,NA,NA
"3311","id_311",45,"Female",105000,"West","Righteous Reviewer","Brownie_Pops",1,3,2,3,2,0,3,1,0,5,3,2,0,NA,NA,NA
"3312","id_312",29,"Female",102000,"Northeast","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3313","id_313",24,"Female",53000,"West","Millenial Muncher","Brownie_Pops",1,3,0,0,2,8,4,0,2,1,3,4,0,NA,NA,NA
"3314","id_314",83,"Male",105000,"West","Savvy Samantha","Brownie_Pops",1,2,0,0,2,4,3,2,5,4,0,5,0,NA,NA,NA
"3315","id_315",82,"Male",111000,"West","Mainstream Maynard","Brownie_Pops",1,5,4,1,4,2,5,3,2,6,0,2,1,1,3.80681665663218,0
"3316","id_316",30,"Female",80000,"West","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3317","id_317",91,"Female",40000,"Northeast","Old School Oliver","Brownie_Pops",1,3,4,0,5,5,1,1,2,7,2,2,0,NA,NA,NA
"3318","id_318",85,"Male",120000,"Northeast","Mainstream Maynard","Brownie_Pops",1,7,1,0,4,1,0,6,3,8,4,0,0,NA,NA,NA
"3319","id_319",91,"Female",90000,"West","Easygoing Edith","Brownie_Pops",1,0,3,0,4,4,0,2,2,3,2,3,1,0,NA,NA
"3320","id_320",44,"Female",96000,"West","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321","id_321",28,"Male",90000,"Midwest","Righteous Reviewer","Brownie_Pops",1,3,1,0,4,5,0,3,2,1,7,0,0,NA,NA,NA
"3322","id_322",59,"Male",83000,"West","Mainstream Maynard","Brownie_Pops",1,4,4,2,2,2,0,1,6,3,4,0,1,0,NA,NA
"3323","id_323",38,"Male",140000,"Northeast","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3324","id_324",41,"Female",56000,"Northeast","Easygoing Edith","Brownie_Pops",1,0,1,0,2,4,2,5,5,2,6,1,0,NA,NA,NA
"3325","id_325",68,"Male",16000,"Midwest","Easygoing Edith","Brownie_Pops",1,1,4,2,0,3,2,2,2,5,4,1,1,0,NA,NA
"3326","id_326",49,"Female",31000,"Northeast","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3327","id_327",52,"Female",120000,"West","Easygoing Edith","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3328","id_328",32,"Male",133000,"West","Mainstream Maynard","Brownie_Pops",1,5,4,0,5,2,0,1,2,2,6,0,0,NA,NA,NA
"3329","id_329",79,"Male",148000,"West","Righteous Reviewer","Brownie_Pops",1,3,3,2,3,3,5,1,2,0,4,6,1,1,3.61629855212227,0
"3330","id_330",91,"Female",115000,"Northeast","Mainstream Maynard","Brownie_Pops",1,4,4,2,1,0,3,2,3,4,5,0,0,NA,NA,NA
"3331","id_331",57,"Female",137000,"West","Easygoing Edith","Brownie_Pops",1,2,0,0,0,5,3,3,3,0,3,4,0,NA,NA,NA
"3332","id_332",26,"Male",18000,"West","Savvy Samantha","Brownie_Pops",1,2,4,0,4,3,2,4,1,3,1,2,0,NA,NA,NA
"3333","id_333",90,"Male",14000,"West","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3334","id_334",55,"Female",54000,"South","Savvy Samantha","Brownie_Pops",1,0,1,0,5,4,5,5,3,5,3,4,0,NA,NA,NA
"3335","id_335",74,"Female",151000,"Northeast","Easygoing Edith","Brownie_Pops",1,2,4,3,5,4,1,2,3,3,1,6,0,NA,NA,NA
"3336","id_336",20,"Female",115000,"Midwest","Righteous Reviewer","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3337","id_337",56,"Female",75000,"West","Righteous Reviewer","Brownie_Pops",1,0,2,1,4,1,4,3,6,5,0,8,0,NA,NA,NA
"3338","id_338",66,"Male",125000,"Northeast","Old School Oliver","Brownie_Pops",1,3,1,2,0,0,3,4,3,5,2,2,0,NA,NA,NA
"3339","id_339",76,"Male",44000,"West","Easygoing Edith","Brownie_Pops",1,1,1,2,5,0,1,4,3,2,5,2,0,NA,NA,NA
"3340","id_340",31,"Female",70000,"West","Easygoing Edith","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341","id_341",65,"Male",55000,"South","Mainstream Maynard","Brownie_Pops",1,2,1,1,0,1,0,5,5,3,1,4,0,NA,NA,NA
"3342","id_342",34,"Female",25000,"South","Mainstream Maynard","Brownie_Pops",1,5,1,1,2,3,1,3,2,0,5,5,0,NA,NA,NA
"3343","id_343",76,"Male",133000,"Northeast","Mainstream Maynard","Brownie_Pops",1,2,1,0,3,4,0,2,6,4,0,2,0,NA,NA,NA
"3344","id_344",20,"Female",89000,"West","Righteous Reviewer","Brownie_Pops",1,0,2,4,0,5,3,2,4,0,2,0,1,0,NA,NA
"3345","id_345",54,"Male",122000,"West","Mainstream Maynard","Brownie_Pops",1,5,1,2,2,1,1,5,2,6,2,3,0,NA,NA,NA
"3346","id_346",64,"Male",114000,"South","Savvy Samantha","Brownie_Pops",1,3,0,2,3,4,2,5,3,1,4,6,0,NA,NA,NA
"3347","id_347",34,"Male",130000,"Midwest","Millenial Muncher","Brownie_Pops",1,5,3,0,5,4,0,6,1,0,2,1,0,NA,NA,NA
"3348","id_348",27,"Female",47000,"Midwest","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3349","id_349",56,"Female",125000,"Midwest","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3350","id_350",28,"Male",84000,"West","Righteous Reviewer","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3351","id_351",21,"Male",141000,"Northeast","Savvy Samantha","Brownie_Pops",1,4,2,2,4,2,0,5,2,3,6,1,0,NA,NA,NA
"3352","id_352",80,"Male",14000,"Northeast","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3353","id_353",85,"Female",147000,"Northeast","Millenial Muncher","Brownie_Pops",1,3,0,5,3,1,4,1,3,2,4,2,0,NA,NA,NA
"3354","id_354",73,"Male",147000,"West","Mainstream Maynard","Brownie_Pops",1,1,4,2,2,3,7,1,4,3,3,3,0,NA,NA,NA
"3355","id_355",31,"Male",107000,"West","Savvy Samantha","Brownie_Pops",1,1,0,0,2,0,2,2,3,6,3,4,0,NA,NA,NA
"3356","id_356",48,"Male",99000,"Midwest","Easygoing Edith","Brownie_Pops",1,4,0,1,0,0,2,2,3,0,3,1,0,NA,NA,NA
"3357","id_357",71,"Male",141000,"South","Millenial Muncher","Brownie_Pops",1,2,1,3,3,7,5,5,4,6,4,3,0,NA,NA,NA
"3358","id_358",18,"Female",109000,"West","Millenial Muncher","Brownie_Pops",1,6,0,4,3,3,0,3,5,2,0,1,1,0,NA,NA
"3359","id_359",67,"Male",106000,"Midwest","Easygoing Edith","Brownie_Pops",1,4,3,0,2,7,3,5,4,3,6,0,0,NA,NA,NA
"3360","id_360",62,"Female",55000,"Midwest","Righteous Reviewer","Brownie_Pops",1,5,3,3,3,3,4,3,0,4,6,0,0,NA,NA,NA
"3361","id_361",81,"Female",103000,"Northeast","Easygoing Edith","Brownie_Pops",1,6,4,1,4,3,3,2,2,1,8,0,0,NA,NA,NA
"3362","id_362",24,"Male",105000,"West","Old School Oliver","Brownie_Pops",1,3,0,0,5,0,1,3,3,3,2,0,1,0,NA,NA
"3363","id_363",20,"Female",25000,"West","Righteous Reviewer","Brownie_Pops",1,4,0,6,0,3,5,2,0,1,5,0,0,NA,NA,NA
"3364","id_364",72,"Male",55000,"Midwest","Savvy Samantha","Brownie_Pops",1,0,1,0,5,0,4,5,3,3,2,0,0,NA,NA,NA
"3365","id_365",86,"Female",111000,"Midwest","Righteous Reviewer","Brownie_Pops",1,3,5,1,3,0,0,2,8,3,0,0,0,NA,NA,NA
"3366","id_366",34,"Male",96000,"West","Savvy Samantha","Brownie_Pops",1,6,1,3,3,5,2,0,3,4,4,4,0,NA,NA,NA
"3367","id_367",20,"Female",122000,"West","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3368","id_368",53,"Female",113000,"Northeast","Millenial Muncher","Brownie_Pops",1,3,0,2,5,3,8,2,5,6,4,3,0,NA,NA,NA
"3369","id_369",70,"Female",19000,"Northeast","Savvy Samantha","Brownie_Pops",1,6,0,2,1,3,5,2,3,4,2,0,1,0,NA,NA
"3370","id_370",39,"Female",95000,"West","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3371","id_371",60,"Male",63000,"Northeast","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3372","id_372",74,"Male",33000,"West","Old School Oliver","Brownie_Pops",1,1,3,0,1,3,2,0,4,4,0,0,0,NA,NA,NA
"3373","id_373",31,"Male",103000,"West","Righteous Reviewer","Brownie_Pops",1,3,1,1,3,1,0,0,2,0,2,1,0,NA,NA,NA
"3374","id_374",76,"Male",45000,"Northeast","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3375","id_375",78,"Male",110000,"West","Mainstream Maynard","Brownie_Pops",1,0,0,4,3,0,3,4,1,2,3,3,0,NA,NA,NA
"3376","id_376",75,"Male",99000,"West","Old School Oliver","Brownie_Pops",1,3,1,1,4,2,2,2,4,6,3,1,0,NA,NA,NA
"3377","id_377",49,"Female",110000,"South","Savvy Samantha","Brownie_Pops",1,0,4,2,0,2,0,8,2,6,0,0,0,NA,NA,NA
"3378","id_378",30,"Female",63000,"Northeast","Mainstream Maynard","Brownie_Pops",1,1,0,4,3,2,0,5,0,3,1,1,0,NA,NA,NA
"3379","id_379",36,"Male",29000,"Northeast","Millenial Muncher","Brownie_Pops",1,2,3,0,2,0,2,4,1,1,7,1,1,0,NA,NA
"3380","id_380",61,"Female",108000,"West","Savvy Samantha","Brownie_Pops",1,3,2,1,4,3,1,0,0,4,0,0,0,NA,NA,NA
"3381","id_381",62,"Female",121000,"West","Old School Oliver","Brownie_Pops",1,3,1,0,3,0,1,2,2,2,6,0,1,0,NA,NA
"3382","id_382",57,"Female",1e+05,"Northeast","Millenial Muncher","Brownie_Pops",1,1,0,0,5,1,3,1,3,5,3,0,0,NA,NA,NA
"3383","id_383",75,"Male",79000,"West","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3384","id_384",39,"Female",147000,"Midwest","Savvy Samantha","Brownie_Pops",1,3,2,2,4,0,0,3,3,5,1,2,0,NA,NA,NA
"3385","id_385",50,"Female",122000,"Northeast","Savvy Samantha","Brownie_Pops",1,1,0,1,1,2,5,5,0,5,6,5,0,NA,NA,NA
"3386","id_386",72,"Male",120000,"Northeast","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3387","id_387",82,"Male",148000,"Midwest","Old School Oliver","Brownie_Pops",1,3,0,2,4,0,1,0,4,0,3,0,1,1,3.7696267592193,0
"3388","id_388",24,"Female",43000,"Midwest","Righteous Reviewer","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389","id_389",56,"Female",64000,"Northeast","Mainstream Maynard","Brownie_Pops",1,4,3,1,3,3,1,2,4,2,3,1,0,NA,NA,NA
"3390","id_390",45,"Female",92000,"Northeast","Millenial Muncher","Brownie_Pops",1,0,0,3,0,2,0,6,2,3,4,0,0,NA,NA,NA
"3391","id_391",21,"Female",88000,"South","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392","id_392",21,"Female",92000,"West","Old School Oliver","Brownie_Pops",1,2,0,0,1,0,3,6,2,2,5,2,0,NA,NA,NA
"3393","id_393",72,"Female",41000,"Northeast","Easygoing Edith","Brownie_Pops",1,5,1,2,1,6,5,3,3,3,2,2,0,NA,NA,NA
"3394","id_394",52,"Male",141000,"West","Savvy Samantha","Brownie_Pops",1,4,0,3,0,2,3,3,3,3,4,4,1,0,NA,NA
"3395","id_395",74,"Male",57000,"West","Millenial Muncher","Brownie_Pops",1,1,0,2,3,0,1,3,7,1,2,6,0,NA,NA,NA
"3396","id_396",23,"Male",79000,"South","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3397","id_397",53,"Female",144000,"West","Millenial Muncher","Brownie_Pops",1,2,1,0,3,4,4,0,4,0,4,6,0,NA,NA,NA
"3398","id_398",72,"Male",53000,"Northeast","Righteous Reviewer","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399","id_399",86,"Female",150000,"West","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400","id_400",24,"Male",65000,"Midwest","Savvy Samantha","Brownie_Pops",1,4,2,0,0,3,0,1,4,3,2,0,1,1,3.86634128453315,0
"3401","id_401",59,"Female",109000,"South","Old School Oliver","Brownie_Pops",1,3,0,3,3,0,1,3,2,6,5,4,1,0,NA,NA
"3402","id_402",78,"Male",40000,"West","Mainstream Maynard","Brownie_Pops",1,2,3,0,2,2,4,3,5,1,2,3,0,NA,NA,NA
"3403","id_403",26,"Male",97000,"Northeast","Savvy Samantha","Brownie_Pops",1,3,3,0,4,6,0,3,5,5,5,2,0,NA,NA,NA
"3404","id_404",74,"Male",108000,"West","Savvy Samantha","Brownie_Pops",1,6,3,0,1,0,1,2,2,1,2,4,0,NA,NA,NA
"3405","id_405",70,"Male",119000,"West","Millenial Muncher","Brownie_Pops",1,2,6,2,1,2,3,3,2,5,0,3,0,NA,NA,NA
"3406","id_406",22,"Male",58000,"Northeast","Mainstream Maynard","Brownie_Pops",1,6,0,0,5,0,1,1,3,4,1,0,0,NA,NA,NA
"3407","id_407",43,"Female",104000,"West","Millenial Muncher","Brownie_Pops",1,0,4,0,0,1,2,2,4,6,1,4,0,NA,NA,NA
"3408","id_408",27,"Female",40000,"Midwest","Righteous Reviewer","Brownie_Pops",1,6,2,0,0,1,0,4,1,2,5,1,0,NA,NA,NA
"3409","id_409",71,"Male",106000,"South","Mainstream Maynard","Brownie_Pops",1,0,0,0,5,3,0,4,0,0,5,1,1,0,NA,NA
"3410","id_410",48,"Male",102000,"Northeast","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3411","id_411",53,"Male",80000,"Northeast","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3412","id_412",88,"Female",125000,"Northeast","Savvy Samantha","Brownie_Pops",1,4,2,3,1,5,3,1,3,3,2,2,0,NA,NA,NA
"3413","id_413",92,"Female",46000,"South","Old School Oliver","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3414","id_414",26,"Female",80000,"West","Savvy Samantha","Brownie_Pops",1,3,0,2,4,1,5,0,4,1,5,0,1,0,NA,NA
"3415","id_415",72,"Male",125000,"Midwest","Millenial Muncher","Brownie_Pops",1,4,5,0,2,0,5,9,6,2,0,0,0,NA,NA,NA
"3416","id_416",27,"Female",50000,"Northeast","Mainstream Maynard","Brownie_Pops",1,2,1,1,1,4,3,2,2,3,5,0,1,0,NA,NA
"3417","id_417",23,"Female",43000,"Northeast","Righteous Reviewer","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418","id_418",45,"Female",69000,"Midwest","Millenial Muncher","Brownie_Pops",1,1,3,0,6,0,1,0,4,0,3,3,1,1,4.90077437873375,0
"3419","id_419",80,"Female",67000,"West","Savvy Samantha","Brownie_Pops",1,6,0,0,2,2,1,1,3,1,4,1,0,NA,NA,NA
"3420","id_420",37,"Female",20000,"West","Millenial Muncher","Brownie_Pops",1,3,3,3,3,2,1,1,5,4,4,2,1,0,NA,NA
"3421","id_421",47,"Female",70000,"Northeast","Mainstream Maynard","Brownie_Pops",1,1,0,1,4,4,2,1,2,0,2,1,0,NA,NA,NA
"3422","id_422",24,"Male",102000,"West","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423","id_423",77,"Male",115000,"South","Righteous Reviewer","Brownie_Pops",1,4,0,0,3,0,3,3,2,4,5,1,1,0,NA,NA
"3424","id_424",83,"Male",91000,"Northeast","Mainstream Maynard","Brownie_Pops",1,2,3,0,3,2,2,6,4,4,3,5,0,NA,NA,NA
"3425","id_425",46,"Female",145000,"South","Mainstream Maynard","Brownie_Pops",1,6,0,0,4,3,4,4,5,3,3,5,0,NA,NA,NA
"3426","id_426",83,"Male",124000,"West","Old School Oliver","Brownie_Pops",1,5,2,0,2,2,5,0,4,4,1,3,1,1,4.01703916341783,0
"3427","id_427",73,"Male",108000,"West","Millenial Muncher","Brownie_Pops",1,5,0,0,3,1,4,2,2,3,4,6,0,NA,NA,NA
"3428","id_428",33,"Female",54000,"Northeast","Millenial Muncher","Brownie_Pops",1,4,0,0,4,0,2,6,1,5,3,0,1,0,NA,NA
"3429","id_429",39,"Male",18000,"Midwest","Savvy Samantha","Brownie_Pops",1,5,5,2,0,4,3,2,2,2,3,3,0,NA,NA,NA
"3430","id_430",91,"Female",111000,"West","Millenial Muncher","Brownie_Pops",1,0,1,0,2,5,0,3,3,0,2,4,0,NA,NA,NA
"3431","id_431",75,"Male",30000,"Northeast","Millenial Muncher","Brownie_Pops",1,5,4,1,3,0,2,0,4,2,3,2,0,NA,NA,NA
"3432","id_432",62,"Female",109000,"South","Millenial Muncher","Brownie_Pops",1,8,0,2,1,2,3,1,1,4,4,1,0,NA,NA,NA
"3433","id_433",64,"Male",25000,"West","Mainstream Maynard","Brownie_Pops",1,1,1,0,5,1,3,3,4,0,3,3,0,NA,NA,NA
"3434","id_434",79,"Male",1e+05,"Midwest","Mainstream Maynard","Brownie_Pops",1,1,2,2,8,0,4,0,5,2,3,2,0,NA,NA,NA
"3435","id_435",81,"Male",60000,"Northeast","Mainstream Maynard","Brownie_Pops",1,0,1,0,2,2,0,2,5,3,2,2,1,0,NA,NA
"3436","id_436",59,"Male",36000,"West","Mainstream Maynard","Brownie_Pops",1,1,2,0,0,2,1,2,3,6,0,2,1,0,NA,NA
"3437","id_437",24,"Male",45000,"South","Millenial Muncher","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438","id_438",49,"Male",113000,"Northeast","Righteous Reviewer","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3439","id_439",61,"Female",26000,"Midwest","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440","id_440",51,"Female",118000,"Midwest","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441","id_441",86,"Male",86000,"West","Old School Oliver","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442","id_442",60,"Female",29000,"Northeast","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443","id_443",79,"Male",103000,"South","Mainstream Maynard","Brownie_Pops",1,4,0,2,4,2,1,3,3,7,3,3,1,0,NA,NA
"3444","id_444",31,"Female",98000,"West","Easygoing Edith","Brownie_Pops",1,0,0,1,3,4,6,2,0,4,4,3,0,NA,NA,NA
"3445","id_445",28,"Male",68000,"West","Mainstream Maynard","Brownie_Pops",1,4,4,0,4,3,0,5,3,6,4,0,1,0,NA,NA
"3446","id_446",34,"Female",107000,"West","Righteous Reviewer","Brownie_Pops",1,4,4,1,8,1,5,0,5,3,3,0,0,NA,NA,NA
"3447","id_447",41,"Female",129000,"Northeast","Savvy Samantha","Brownie_Pops",1,3,1,1,2,3,0,1,7,2,2,0,0,NA,NA,NA
"3448","id_448",39,"Female",52000,"Midwest","Millenial Muncher","Brownie_Pops",1,4,0,2,2,1,1,5,4,6,0,1,0,NA,NA,NA
"3449","id_449",38,"Female",58000,"South","Savvy Samantha","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450","id_450",64,"Female",22000,"Northeast","Savvy Samantha","Brownie_Pops",1,4,1,0,1,0,4,2,1,4,2,2,0,NA,NA,NA
"3451","id_451",23,"Female",85000,"Northeast","Old School Oliver","Brownie_Pops",1,3,0,1,1,4,7,1,7,5,5,0,0,NA,NA,NA
"3452","id_452",20,"Female",48000,"West","Righteous Reviewer","Brownie_Pops",1,4,1,0,0,2,3,4,4,5,4,0,0,NA,NA,NA
"3453","id_453",38,"Male",126000,"Northeast","Righteous Reviewer","Brownie_Pops",1,3,4,0,2,1,1,5,5,3,3,3,0,NA,NA,NA
"3454","id_454",44,"Female",140000,"West","Old School Oliver","Brownie_Pops",1,2,0,0,4,0,4,4,5,3,0,2,0,NA,NA,NA
"3455","id_455",65,"Male",1e+05,"West","Easygoing Edith","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456","id_456",61,"Male",117000,"West","Easygoing Edith","Brownie_Pops",1,5,4,0,4,0,2,1,4,5,5,1,1,0,NA,NA
"3457","id_457",85,"Female",74000,"Midwest","Old School Oliver","Brownie_Pops",1,5,0,4,1,0,4,4,3,4,0,3,0,NA,NA,NA
"3458","id_458",41,"Female",29000,"Northeast","Mainstream Maynard","Brownie_Pops",1,4,0,0,2,1,0,3,2,0,7,2,0,NA,NA,NA
"3459","id_459",55,"Male",136000,"Midwest","Old School Oliver","Brownie_Pops",1,2,5,1,2,4,4,6,1,3,1,3,0,NA,NA,NA
"3460","id_460",73,"Male",58000,"Northeast","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3461","id_461",82,"Male",72000,"Midwest","Easygoing Edith","Brownie_Pops",1,0,4,0,1,0,4,2,4,1,4,1,1,0,NA,NA
"3462","id_462",87,"Female",60000,"Midwest","Old School Oliver","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463","id_463",53,"Male",14000,"Northeast","Millenial Muncher","Brownie_Pops",1,4,4,0,5,5,5,3,4,2,2,2,0,NA,NA,NA
"3464","id_464",90,"Female",96000,"West","Easygoing Edith","Brownie_Pops",1,4,1,1,2,4,1,5,0,2,3,3,0,NA,NA,NA
"3465","id_465",34,"Female",16000,"Midwest","Savvy Samantha","Brownie_Pops",1,4,0,0,1,3,2,2,1,0,4,2,0,NA,NA,NA
"3466","id_466",60,"Male",18000,"South","Mainstream Maynard","Brownie_Pops",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467","id_467",42,"Female",112000,"West","Mainstream Maynard","Brownie_Pops",1,5,0,0,4,3,0,0,3,1,6,1,1,1,3.98709183962569,0
"3468","id_468",59,"Female",114000,"West","Savvy Samantha","Brownie_Pops",1,2,0,2,3,0,3,4,6,5,8,6,0,NA,NA,NA
"3469","id_469",36,"Female",135000,"South","Easygoing Edith","Brownie_Pops",1,1,0,4,3,2,6,2,4,4,4,2,1,1,3.16368376355591,0
